ElapsedSeconds,PowerMW,ThroughputTotalMbps,Phase
1644.862,1930.0,95.5129699012244,load
1649.861,1930.0,95.50178287217396,load
1654.861,1930.0,95.48732061492805,load
1659.861,2000.0,95.44214184103951,load
1664.86,2000.0,95.41249841649052,load
1669.86,2000.0,95.48563650406007,load
1674.86,2000.0,95.46603818482258,load
1679.859,2000.0,95.47212954883989,load
1684.859,2000.0,95.55433483738508,load
1689.859,2000.0,95.50936440241915,load
1694.858,2000.0,95.55675584988492,load
1699.858,2000.0,95.50018882064202,load
1704.858,2000.0,95.4750895263848,load
1709.857,2000.0,95.53371133486606,load
1714.857,2000.0,95.49822350081061,load
1719.857,2000.0,95.5730442012232,load
1724.856,2000.0,95.54603903964366,load
1729.856,2000.0,95.56727553090083,load
1734.855,2000.0,95.491087443505,load
1739.855,2000.0,95.46083444049505,load
1744.855,2000.0,95.51063263729526,load
1749.854,1930.0,95.55426229957763,load
1754.854,1930.0,95.48073843322733,load
1759.854,1930.0,95.52711369410551,load
1764.853,1930.0,95.50396572224474,load
1769.853,1930.0,95.49721823023187,load
1774.853,1930.0,95.49448327685806,load
1779.852,2000.0,95.48611637906184,load
1784.852,2000.0,95.49113271969443,load
1789.852,2000.0,95.48916777257656,load
1794.851,1930.0,95.50940063723391,load
1799.851,1930.0,181.37318879092163,load
1804.851,1930.0,212.06298528416033,load
1809.85,2070.0,190.98987214577403,load
1814.85,2070.0,191.08201572824316,load
1819.85,2070.0,198.47352273625856,load
1824.849,2070.0,200.16637481434773,load
1829.849,2070.0,191.00979734401326,load
1834.849,2070.0,191.0546804926594,load
1839.848,2070.0,191.04777541406187,load
1844.848,2070.0,190.89667744252534,load
1849.847,2070.0,190.92565074263936,load
1854.847,2070.0,190.97619861985885,load
1859.847,2070.0,198.01906563007154,load
1864.846,2070.0,190.9825370970405,load
1869.846,2070.0,190.9482056936201,load
1874.846,2070.0,190.97458690275639,load
1879.845,2070.0,198.6236975294433,load
1884.845,2070.0,190.88857156018244,load
1889.845,2070.0,190.92910785722182,load
1894.844,2070.0,191.0979346741607,load
1899.844,2070.0,1757.1722745356765,load
1904.844,2070.0,190.96853867892716,load
1909.843,2070.0,190.8756361426552,load
1914.843,2070.0,190.93582334333178,load
1919.843,2070.0,591.833785480405,load
1924.843,2070.0,190.90235920791764,load
1929.842,2070.0,190.99056040148164,load
1934.842,2070.0,190.9141942892504,load
1939.842,2070.0,190.91207689627961,load
1944.842,2070.0,191.17660739132225,load
1949.841,2070.0,190.86821942134625,load
1954.841,2070.0,191.08245083501515,load
1959.841,2070.0,190.93466484300808,load
1964.841,2070.0,191.05036702546917,load
1969.84,2070.0,190.98800663551089,load
1974.84,2070.0,191.04792039745874,load
1979.84,2070.0,191.1135661059391,load
1984.84,2070.0,191.0593204058952,load
1989.839,2140.0,191.0379714224275,load
1994.839,2140.0,190.91958751940967,load
1999.839,2140.0,179.83286126088126,load
2004.839,2070.0,191.0101777746037,load
2009.838,2070.0,190.95117479993345,load
2014.838,2070.0,190.96287108035872,load
2019.838,2070.0,190.96104231043836,load
2024.838,2070.0,190.9620200642563,load
2029.837,2070.0,190.93368736929492,load
2034.837,2070.0,212.65260871824418,load
2039.837,2070.0,190.9867569451359,load
2044.837,2070.0,190.90916329555435,load
2049.836,2070.0,190.92722543375615,load
2054.836,2070.0,190.9417789809544,load
2059.836,2070.0,191.0170076672977,load
2064.836,2070.0,191.15887906352287,load
2069.835,2070.0,191.0753443391962,load
2074.835,2070.0,191.03389427299737,load
2079.835,2070.0,190.97007786122435,load
2084.835,2070.0,191.00979734401326,load
2089.834,2070.0,191.0301253296576,load
2094.834,2070.0,190.9898540338487,load
2099.834,2070.0,190.98405839417168,load
2104.834,2070.0,190.97053056662182,load
2109.833,2140.0,190.96024562954514,load
2114.833,2140.0,190.97270358240706,load
2119.833,2140.0,190.85432818695378,load
2124.833,2070.0,190.98695617004196,load
2129.832,2070.0,191.0912440423463,load
2134.832,2070.0,190.9185197080383,load
2139.832,2070.0,191.02432724567288,load
2144.832,2070.0,190.91689086624154,load
2149.831,2070.0,190.96051722455738,load
2154.831,2070.0,190.90950713200547,load
2159.831,2070.0,191.04447710123088,load
2164.831,2070.0,190.96500770740514,load
2169.83,2140.0,190.9803819675915,load
2174.83,2140.0,190.92248333917922,load
2179.83,2140.0,191.1054599282637,load
2184.83,2070.0,191.17515561344646,load
2189.829,2070.0,210.95725959995235,load
2194.829,2070.0,190.98864054267756,load
2199.829,2070.0,190.86237689800112,load
2204.829,2070.0,190.84931843319612,load
2209.828,2070.0,191.11432779556034,load
2214.828,2070.0,191.03907681292688,load
2219.828,2070.0,190.84514082521753,load
2224.828,2070.0,198.39559198467484,load
2229.827,2000.0,191.09425386209872,load
2234.827,2000.0,191.0168083796913,load
2239.827,2000.0,191.1364919949332,load
2244.827,2070.0,191.13591152481834,load
2249.826,2070.0,191.06495747869667,load
2254.826,2070.0,191.1664998455184,load
2259.826,2140.0,191.12069358193773,load
2264.826,2140.0,2588.692300850062,load
2269.825,2140.0,190.92148789122507,load
2274.825,2070.0,191.04552819954947,load
2279.825,2070.0,190.8953384769957,load
2284.825,2070.0,190.97257682179472,load
2289.824,2070.0,191.0902287028533,load
2294.824,2070.0,190.88573104555502,load
2299.824,2070.0,190.97844420364913,load
2304.824,2070.0,1877.383572683991,load
2309.823,2070.0,190.81170846619514,load
2314.823,2070.0,191.0412513889492,load
2319.823,2070.0,190.97846231341046,load
2324.823,2070.0,191.04328103790257,load
2329.822,2070.0,191.05810603183014,load
2334.822,2070.0,191.13449664368386,load
2339.822,2070.0,191.12998004792146,load
2344.822,2070.0,585.7864534285026,load
2349.821,2070.0,179.15674064352982,load
2354.821,2070.0,190.94891175321695,load
2359.821,2070.0,191.0538105340167,load
2364.821,2070.0,190.98943746051444,load
2369.82,2070.0,191.05714541850529,load
2374.82,2070.0,190.9445306472199,load
2379.82,2070.0,190.94232206669878,load
2384.82,2070.0,191.05475298957055,load
2389.819,2070.0,191.1596048261065,load
2394.819,2070.0,190.8202598151227,load
2399.819,2070.0,190.99606662572324,load
2404.819,2070.0,191.01088429257788,load
2409.818,2070.0,191.0320822624449,load
2414.818,2070.0,190.9887492129001,load
2419.818,2070.0,191.0006131225292,load
2424.818,2140.0,191.06227484308386,load
2429.817,2140.0,191.0739122267403,load
2434.817,2140.0,191.14893667101896,load
2439.817,2070.0,191.05306745061657,load
2444.817,2070.0,191.10830698614586,load
2449.816,2070.0,191.0342566792329,load
2454.816,2070.0,191.01180820858428,load
2459.816,2070.0,2601.4930136489124,load
2464.816,2070.0,218.50850901956912,load
2469.815,2070.0,190.92713493356317,load
2474.815,2070.0,191.03586940365508,load
2479.815,2070.0,191.12751324237587,load
2484.815,2070.0,191.08963038284745,load
2489.815,2070.0,191.10923184485827,load
2494.814,2070.0,190.9963202094869,load
2499.814,2140.0,190.95550189458945,load
2504.814,2140.0,191.02961798325754,load
2509.814,2140.0,190.99713530471635,load
2514.813,2140.0,190.99650134115888,load
2519.813,2140.0,191.09171545363577,load
2524.813,2140.0,191.01014154305366,load
2529.813,2070.0,190.96600360922926,load
2534.812,2070.0,190.93044729652095,load
2539.812,2070.0,159.92168190286145,load
2544.812,2070.0,191.1249920161808,load
2549.812,2070.0,190.91120823582708,load
2554.811,2070.0,191.00496057290562,load
2559.811,2070.0,191.05433613308264,load
2564.811,2070.0,191.09704618930107,load
2569.811,2070.0,190.8928053503489,load
2574.81,2140.0,191.142514580427,load
2579.81,2140.0,191.12214453276243,load
2584.81,2140.0,191.02237047176638,load
2589.81,2070.0,191.007025681165,load
2594.809,2070.0,190.99420099444848,load
2599.809,2070.0,190.8587594157894,load
2604.809,2070.0,191.03708349506164,load
2609.809,2070.0,191.0014825967721,load
2614.808,2070.0,190.96699952144084,load
2619.808,2070.0,190.93652931136023,load
2624.808,2070.0,191.05669230236526,load
2629.808,2070.0,2607.890759613518,load
2634.807,2070.0,191.0316292651778,load
2639.807,2070.0,190.89027229092895,load
2644.807,2070.0,191.02059491532145,load
2649.807,2140.0,191.02686386410767,load
2654.806,2140.0,190.96442827839653,load
2659.806,2140.0,190.9728846692881,load
2664.806,2070.0,190.92416657479038,load
2669.806,2070.0,1619.4451512932965,load
2674.805,2070.0,191.08297659167502,load
2679.805,2140.0,191.04096144261928,load
2684.805,2140.0,190.9867569451359,load
2689.805,2140.0,190.83407376089286,load
2694.804,2070.0,222.1607642945703,load
2699.804,2070.0,190.91676417971115,load
2704.804,2070.0,190.87782509007533,load
2709.804,2070.0,190.99429155823182,load
2714.803,2070.0,190.99854815292787,load
2719.803,2070.0,191.0603354169574,load
2724.803,2070.0,191.10912303748634,load
2729.803,2070.0,212.1312290591473,load
2734.802,2070.0,190.87818690440133,load
2739.802,2070.0,191.15474232202467,load
2744.802,2070.0,190.9402040497658,load
2749.802,2070.0,190.91703565105357,load
2754.801,2070.0,190.94244878715028,load
2759.801,2070.0,191.0189824487823,load
2764.801,2070.0,190.9408376396491,load
2769.801,2070.0,190.96709005942972,load
2774.8,2070.0,190.92463716209795,load
2779.8,2070.0,190.88162420891072,load
2784.8,2070.0,190.85483460269234,load
2789.8,2070.0,191.0245446674705,load
2794.799,2070.0,190.98757195874293,load
2799.799,2070.0,191.02737119587877,load
2804.799,2070.0,190.86881635563523,load
2809.799,2070.0,191.0419943804371,load
2814.798,2070.0,191.17506487806133,load
2819.798,2070.0,191.0707036476484,load
2824.798,2070.0,190.95363705569147,load
2829.798,2070.0,190.8949585037129,load
2834.797,2070.0,191.09856931126163,load
2839.797,2070.0,190.9844930549464,load
2844.797,2070.0,2527.8781913892967,load
2849.797,2070.0,190.88759455835236,load
2854.796,2070.0,191.12350481916906,load
2859.796,2070.0,191.0836111294279,load
2864.796,2070.0,191.0025332220439,load
2869.796,2070.0,190.88357810034262,load
2874.795,2070.0,191.05636606007528,load
2879.795,2070.0,191.0622567174238,load
2884.795,2070.0,191.0483191029347,load
2889.795,2070.0,191.10491591411787,load
2894.794,2070.0,190.8536409127501,load
2899.794,2070.0,190.96779625868928,load
2904.794,2070.0,191.02351191833995,load
2909.794,2070.0,190.89620699303669,load
2914.793,2070.0,190.99249841130722,load
2919.793,2070.0,190.8566794256097,load
2924.793,2070.0,165.27421622963024,load
2929.793,2070.0,191.08295846208685,load
2934.792,2000.0,190.94612375341242,load
2939.792,2000.0,190.87997790551444,load
2944.792,2000.0,191.0305239608625,load
2949.792,2070.0,190.94974454817083,load
2954.792,2070.0,191.08517029723464,load
2959.792,2070.0,190.95307580062976,load
2964.791,2070.0,190.93354255922563,load
2969.791,2070.0,191.0938368332217,load
2974.791,2070.0,190.9747136660372,load
2979.791,2070.0,190.92838384380377,load
2984.791,2070.0,190.84467062971,load
2989.79,2070.0,191.0086017148801,load
2994.79,2070.0,866.8100312107099,load
2999.79,2070.0,0.0,post
3004.79,2070.0,0.0,post
3009.79,1850.0,0.0,post
3014.79,1850.0,0.0,post
3019.789,1850.0,0.0,post
3024.789,1850.0,0.0,post
3029.789,1850.0,0.0,post
3034.789,1850.0,0.0,post
3039.789,1850.0,0.0,post
3044.789,1850.0,0.0,post
3049.788,1850.0,0.0,post
3054.788,1850.0,0.0,post
3059.788,1850.0,0.0,post
3064.788,1850.0,0.0,post
3069.788,1930.0,0.0,post
3074.787,1930.0,0.0,post
3079.787,1930.0,0.0,post
3084.787,1850.0,0.0,post
3089.787,1850.0,0.0,post
3094.787,1850.0,0.0,post
3099.787,1850.0,0.0,post
3104.786,1850.0,0.0,post
3109.786,1850.0,0.0,post
3114.786,1850.0,0.0,post
3119.786,1850.0,0.0,post
3124.786,1850.0,0.0,post
3129.785,1850.0,0.0,post
3134.785,1850.0,0.0,post
3139.785,1850.0,0.0,post
3144.785,1850.0,0.0,post
3149.785,1850.0,0.0,post
3154.785,1850.0,0.0,post
3159.784,1850.0,0.0,post
3164.784,1850.0,0.0,post
3169.784,1850.0,0.0,post
3174.784,1930.0,0.0,post
3179.784,1930.0,0.0,post
3184.784,1930.0,0.0,post
3189.783,1850.0,0.0,post
3194.783,1850.0,0.0,post
3199.783,1850.0,0.0,post
3204.783,1930.0,0.0,post
3209.783,1930.0,0.0,post
3214.782,1930.0,0.0,post
3219.782,1850.0,0.0,post
3224.782,1850.0,0.0,post
3229.782,1850.0,0.0,post
3234.782,1850.0,0.0,post
3239.782,1850.0,0.0,post
3244.781,1850.0,0.0,post
3249.781,1850.0,0.0,post
3254.781,1850.0,0.0,post
3259.781,1850.0,0.0,post
3264.781,1850.0,0.0,post
3269.781,1850.0,0.0,post
3274.78,1850.0,0.0,post
3279.78,1850.0,0.0,post
3284.78,1850.0,0.0,post
3289.78,1850.0,0.0,post
3294.78,1930.0,0.0,post
3299.779,1930.0,0.0,post
3304.779,1930.0,0.0,post
3309.779,1850.0,0.0,post
3314.779,1850.0,0.0,post
3319.779,1850.0,0.0,post
3324.779,1850.0,0.0,post
3329.778,1850.0,0.0,post
3334.778,1850.0,0.0,post
3339.778,1850.0,0.0,post
3344.778,1850.0,0.0,post
3349.778,1850.0,0.0,post
3354.778,1850.0,0.0,post
3359.777,1850.0,0.0,post
3364.777,1850.0,0.0,post
3369.777,1850.0,0.0,post
3374.777,1850.0,0.0,post
3379.777,1850.0,0.0,post
3384.776,1850.0,0.0,post
3389.776,1850.0,0.0,post
3394.776,1850.0,0.0,post
3399.776,1930.0,0.0,post
3404.776,1930.0,0.0,post
3409.776,1930.0,0.0,post
3414.775,1850.0,0.0,post
3419.775,1850.0,0.0,post
3424.775,1850.0,0.0,post
3429.775,1850.0,0.0,post
3434.775,1850.0,0.0,post
3439.774,1850.0,0.0,post
3444.774,1850.0,0.0,post
3449.774,1850.0,0.0,post
3454.774,1850.0,0.0,post
3459.774,1850.0,0.0,post
3464.774,1850.0,0.0,post
3469.773,1850.0,0.0,post
3474.773,1930.0,0.0,post
3479.773,1930.0,0.0,post
3484.773,1930.0,0.0,post
3489.773,1850.0,0.0,post
3494.773,1850.0,0.0,post
3499.772,1850.0,0.0,post
3504.772,1850.0,0.0,post
3509.772,1850.0,0.0,post
3514.772,1850.0,0.0,post
3519.772,1850.0,0.0,post
3524.771,1850.0,0.0,post
3529.771,1850.0,0.0,post
3534.771,1850.0,0.0,post
3539.771,1850.0,0.0,post
3544.771,1850.0,0.0,post
3549.771,1850.0,0.0,post
3554.77,1850.0,0.0,post
3559.77,1850.0,0.0,post
3564.77,1850.0,0.0,post
3569.77,1850.0,0.0,post
3574.77,1850.0,0.0,post
3579.77,1930.0,0.0,post
3584.769,1930.0,0.0,post
3589.769,1930.0,0.0,post
3594.769,1850.0,0.0,post
3599.769,1850.0,0.0,post
3604.769,1850.0,0.0,post
3609.768,1850.0,0.0,post
3614.768,1850.0,0.0,post
3619.768,1850.0,0.0,post
3624.768,1850.0,0.0,post
3629.768,1850.0,0.0,post
3634.768,1850.0,0.0,post
3639.767,1850.0,0.0,post
3644.767,1850.0,0.0,post
3649.767,1850.0,0.0,post
3654.767,1850.0,0.0,post
3659.767,1850.0,0.0,post
3664.767,1850.0,0.0,post
3669.766,1850.0,0.0,post
3674.766,1850.0,0.0,post
3679.766,1850.0,0.0,post
3684.766,1930.0,0.0,post
3689.766,1930.0,0.0,post
3694.765,1930.0,0.0,post
3699.765,1850.0,0.0,post
3704.765,1850.0,0.0,post
3709.765,1850.0,0.0,post
3714.765,1850.0,0.0,post
3719.765,1850.0,0.0,post
3724.764,1850.0,0.0,post
3729.764,1850.0,0.0,post
3734.764,1850.0,0.0,post
3739.764,1850.0,0.0,post
3744.764,1850.0,0.0,post
3749.763,1850.0,0.0,post
3754.763,1850.0,0.0,post
3759.763,1850.0,0.0,post
3764.763,1850.0,0.0,post
