ElapsedSeconds,PowerMW,ThroughputTotalMbps,Phase
4565.0,8860.0,3827.8184414701595,load
4570.0,8860.0,3817.182997154169,load
4575.0,8940.0,3823.2987049608673,load
4580.0,8940.0,3835.9310772779913,load
4585.0,8940.0,3791.582941271508,load
4590.0,8940.0,3805.3152777008845,load
4595.0,8940.0,3834.563314085417,load
4600.0,8940.0,3829.785387843473,load
4605.0,8940.0,3808.5673613251483,load
4610.0,8940.0,3835.23313647855,load
4615.0,8940.0,3819.7813485479505,load
4620.0,8940.0,3805.6544045497167,load
4625.0,8940.0,3832.4651603808466,load
4630.0,8940.0,3804.90068027374,load
4635.0,8940.0,3807.8043082123263,load
4640.0,8940.0,3820.266355947713,load
4645.0,8940.0,3809.5235051037685,load
4650.0,8940.0,3806.685904912467,load
4655.0,8940.0,3836.715932176008,load
4660.0,8940.0,3832.5656142580865,load
4665.0,8940.0,3812.204785189605,load
4670.0,8940.0,3818.9061285268544,load
4675.0,8940.0,3829.8099724943872,load
4680.0,8940.0,3797.983851386229,load
4685.0,8940.0,3815.8289370283983,load
4690.0,8940.0,3828.146015465283,load
4695.0,8940.0,3819.84891666799,load
4700.0,8940.0,3808.389728821694,load
4705.0,8940.0,3824.08258949238,load
4710.0,9010.0,3839.6584961002823,load
4715.0,9010.0,3832.528675973738,load
4720.0,9010.0,3816.687791275862,load
4725.0,8940.0,3839.6741002417316,load
4730.0,8940.0,3820.162375163256,load
4735.0,8940.0,3813.031637921509,load
4740.0,9010.0,3837.389162886289,load
4745.0,9010.0,3800.20980443408,load
4750.0,9010.0,3817.614182093284,load
4755.0,9010.0,3820.0701175632075,load
4760.0,9010.0,3801.4415854220883,load
4765.0,9010.0,3817.021115340225,load
4770.0,9010.0,3819.2198917470178,load
4775.0,9010.0,3804.490952831879,load
4780.0,9010.0,3804.734432337882,load
4785.0,9010.0,3816.3835310353893,load
4790.0,9010.0,3805.6490495542466,load
4795.0,8940.0,3833.667532244179,load
4800.0,8940.0,3834.0016902695934,load
4805.0,8940.0,3820.0552866551575,load
4810.0,8940.0,3826.264509505647,load
4815.0,8940.0,3813.836604568408,load
4820.0,8940.0,3805.8091601451442,load
4825.0,8940.0,3821.2037507356504,load
4830.0,8940.0,3822.765070271152,load
4835.0,8940.0,3805.7389873684215,load
4840.0,8860.0,3799.4522524349577,load
4845.0,8860.0,3830.05883255538,load
4850.0,8860.0,3798.4713280543156,load
4855.0,8860.0,3835.0600615840353,load
4860.0,8940.0,3805.5095219761515,load
4865.0,8940.0,3840.5223662021394,load
4870.0,8940.0,3804.3885161831945,load
4875.0,8860.0,3833.973505134286,load
4880.0,8860.0,3803.2374818841517,load
4885.0,8860.0,3832.41591950781,load
4890.0,8940.0,3803.1873075260937,load
4895.0,8940.0,3829.572886681025,load
4900.0,8940.0,3807.5909925768,load
4905.0,8940.0,3833.0684044508052,load
4910.0,8940.0,3809.3103312805333,load
4915.0,8860.0,3836.7999030506353,load
4920.0,8860.0,3807.3776412662337,load
4925.0,8860.0,3831.7761737334813,load
4930.0,8860.0,3805.0554041115947,load
4935.0,8940.0,3831.5293244424606,load
4940.0,8940.0,3802.715678930205,load
4945.0,8860.0,3833.6151580644796,load
4950.0,8860.0,3805.4192994925756,load
4955.0,8860.0,3831.4433432460187,load
4960.0,8860.0,3805.700620734524,load
4965.0,8860.0,3842.648208775231,load
4970.0,8860.0,3809.4890219879253,load
4975.0,8940.0,3831.8835712286595,load
4980.0,8940.0,3803.9073932347296,load
4985.0,8940.0,3829.0761012216494,load
4990.0,8940.0,3805.188755311475,load
4995.0,8940.0,3832.182464616086,load
5000.0,8940.0,3800.9041186119407,load
5005.0,8940.0,3825.232695239597,load
5010.0,8940.0,3809.468666418836,load
5015.0,8940.0,3841.1665116532004,load
5020.0,8940.0,3810.2887310036344,load
5025.0,8940.0,3837.121371936168,load
5030.0,8940.0,3807.606105868704,load
5035.0,8940.0,3837.3355076650596,load
5040.0,9010.0,3807.8311252403546,load
5045.0,9010.0,3834.7444495766654,load
5050.0,9010.0,3802.9790449710486,load
5055.0,9010.0,3819.5022445694376,load
5060.0,9010.0,3812.764769153362,load
5065.0,9010.0,3830.844866095747,load
5070.0,8940.0,3815.074130739214,load
5075.0,8940.0,3831.6432866773043,load
5080.0,8940.0,3804.2768720068807,load
5085.0,8940.0,3830.5951491671876,load
5090.0,8940.0,3803.0733251059687,load
5095.0,8940.0,3834.681892146827,load
5100.0,8860.0,3815.852818094092,load
5105.0,8860.0,3834.3208848424197,load
5110.0,8860.0,3808.5179866432163,load
5115.0,9010.0,3836.7420865860045,load
5120.0,9010.0,3806.1024199402596,load
5125.0,8940.0,3829.008824026303,load
5130.0,8940.0,3805.4173255069845,load
5135.0,8940.0,3835.3947491399595,load
5140.0,8940.0,3806.5463060998245,load
5145.0,8940.0,3834.867688543738,load
5150.0,8940.0,3812.0492819001697,load
5155.0,8860.0,3832.1315928342287,load
5160.0,8860.0,3836.0091912771627,load
5165.0,8860.0,3836.992872067101,load
5170.0,8940.0,3808.202270834046,load
5175.0,8940.0,3809.7365971457443,load
5180.0,8940.0,3805.464393896555,load
5185.0,8940.0,3781.657913406392,load
5190.0,8940.0,3792.9238106369603,load
5195.0,8940.0,3833.417549301334,load
5200.0,8940.0,3828.6846263709854,load
5205.0,8940.0,3832.817092303896,load
5210.0,8940.0,3801.7572735388235,load
5215.0,8940.0,3799.8665670755704,load
5220.0,8940.0,3809.303220854556,load
5225.0,8940.0,3803.9770700504937,load
5230.0,8940.0,3814.002477709243,load
5235.0,8860.0,3836.303246510026,load
5240.0,8860.0,3802.4929574107723,load
5245.0,8860.0,3831.8542763182227,load
5250.0,9010.0,3808.058927464148,load
5255.0,9010.0,3812.475537561007,load
5260.0,9010.0,3806.6087549614167,load
5265.0,8940.0,3804.874034096338,load
5270.0,8940.0,3803.978640307977,load
5275.0,8940.0,3834.7951961173626,load
5280.0,8940.0,3806.0762230659207,load
5285.0,8940.0,3830.781889054513,load
5290.0,8940.0,3810.24635835985,load
5295.0,8940.0,3837.302116149846,load
5300.0,8940.0,3810.699690175416,load
5305.0,8940.0,3833.498243843052,load
5310.0,8940.0,3805.3019339311386,load
5315.0,8940.0,3835.623879330767,load
5320.0,8940.0,3830.5969713523814,load
5325.0,8940.0,3836.8587291777917,load
5330.0,8940.0,3812.974483582065,load
5335.0,8860.0,3809.2111045000916,load
5340.0,8860.0,3852.9976340743688,load
5345.0,8860.0,3801.0537637260436,load
5350.0,8940.0,3840.3986465638914,load
5355.0,8940.0,3808.055840617853,load
5360.0,8940.0,3840.4843021405663,load
5365.0,8940.0,3804.099233866583,load
5370.0,8940.0,3823.2790319657574,load
5375.0,8940.0,3799.161238924157,load
5380.0,8940.0,3844.7886710819066,load
5385.0,8940.0,3792.706453407216,load
5390.0,8940.0,3834.399906803774,load
5395.0,8940.0,3798.5367494980846,load
5400.0,9010.0,0.0,post
5405.0,9010.0,0.0,post
5410.0,9010.0,0.0,post
5415.0,8220.0,0.0,post
5420.0,8220.0,0.0,post
5425.0,8220.0,0.0,post
5430.0,8360.0,0.0,post
5435.0,8360.0,0.0,post
5440.0,8360.0,0.0,post
5445.0,8220.0,0.0,post
5450.0,8220.0,0.0,post
5455.0,8220.0,0.0,post
5460.0,8220.0,0.0,post
5465.0,8220.0,0.0,post
5470.0,8220.0,0.0,post
5475.0,8150.0,0.0,post
5480.0,8150.0,0.0,post
5485.0,8360.0,0.0,post
5490.0,8360.0,0.0,post
5495.0,8360.0,0.0,post
5500.0,8220.0,0.0,post
5505.0,8220.0,0.0,post
5510.0,8220.0,0.0,post
5515.0,8290.0,0.0,post
